ID;Time[s];JTAG: States
40061;1.64253;SHIFT-DR
40062;1.64253;SHIFT-DR
40063;1.64253;SHIFT-DR
40064;1.64253;SHIFT-DR
40065;1.64254;SHIFT-DR
40066;1.64254;SHIFT-DR
40067;1.64254;SHIFT-DR
40068;1.64254;SHIFT-DR
40069;1.64255;SHIFT-DR
40070;1.64255;SHIFT-DR
40071;1.64255;SHIFT-DR
40072;1.64255;SHIFT-DR
40073;1.64256;SHIFT-DR
40074;1.64256;SHIFT-DR
40075;1.64256;SHIFT-DR
40076;1.64256;SHIFT-DR
40077;1.64256;SHIFT-DR
40078;1.64257;SHIFT-DR
40079;1.64257;SHIFT-DR
40080;1.64257;SHIFT-DR
40081;1.64257;SHIFT-DR
40082;1.64258;SHIFT-DR
40083;1.64258;SHIFT-DR
40084;1.64258;SHIFT-DR
40085;1.64258;SHIFT-DR
40086;1.64258;SHIFT-DR
40087;1.64259;SHIFT-DR
40088;1.64259;SHIFT-DR
40089;1.64259;SHIFT-DR
40090;1.64259;SHIFT-DR
40091;1.6426;SHIFT-DR
40092;1.6426;SHIFT-DR
40093;1.6426;SHIFT-DR
40094;1.6426;SHIFT-DR
40095;1.6426;SHIFT-DR
40096;1.64261;SHIFT-DR
40097;1.64261;SHIFT-DR
40098;1.64261;SHIFT-DR
40099;1.64262;SHIFT-DR
40100;1.64262;SHIFT-DR
40101;1.64262;SHIFT-DR
40102;1.64262;SHIFT-DR
40103;1.64262;SHIFT-DR
40104;1.64262;SHIFT-DR
40105;1.64263;SHIFT-DR
40106;1.64263;SHIFT-DR
40107;1.64263;SHIFT-DR
40108;1.64264;SHIFT-DR
40109;1.64264;SHIFT-DR
40110;1.64264;SHIFT-DR
40111;1.64264;SHIFT-DR
40112;1.64264;SHIFT-DR
40113;1.64265;SHIFT-DR
40114;1.64265;SHIFT-DR
40115;1.64265;SHIFT-DR
40116;1.64265;SHIFT-DR
40117;1.64266;SHIFT-DR
40118;1.64266;SHIFT-DR
40119;1.64266;SHIFT-DR
40120;1.64266;SHIFT-DR
40121;1.64267;SHIFT-DR
40122;1.64267;SHIFT-DR
40123;1.64267;SHIFT-DR
40124;1.64267;SHIFT-DR
40125;1.64267;SHIFT-DR
40126;1.64268;SHIFT-DR
40127;1.64268;SHIFT-DR
40128;1.64268;SHIFT-DR
40129;1.64268;SHIFT-DR
40130;1.64269;SHIFT-DR
40131;1.64269;SHIFT-DR
40132;1.64269;SHIFT-DR
40133;1.64269;SHIFT-DR
40134;1.64269;SHIFT-DR
40135;1.6427;SHIFT-DR
40136;1.6427;SHIFT-DR
40137;1.6427;SHIFT-DR
40138;1.6427;SHIFT-DR
40139;1.64271;SHIFT-DR
40140;1.64271;SHIFT-DR
40141;1.64271;SHIFT-DR
40142;1.64271;SHIFT-DR
40143;1.64271;SHIFT-DR
40144;1.64272;SHIFT-DR
40145;1.64272;SHIFT-DR
40146;1.64272;SHIFT-DR
40147;1.64272;SHIFT-DR
40148;1.64273;SHIFT-DR
40149;1.64273;SHIFT-DR
40150;1.64273;SHIFT-DR
40151;1.64273;SHIFT-DR
40152;1.64273;SHIFT-DR
40153;1.64274;SHIFT-DR
40154;1.64274;SHIFT-DR
40155;1.64274;SHIFT-DR
40156;1.64274;SHIFT-DR
40157;1.64275;SHIFT-DR
40158;1.64275;SHIFT-DR
40159;1.64275;SHIFT-DR
40160;1.64275;SHIFT-DR
40161;1.64276;SHIFT-DR
40162;1.64276;SHIFT-DR
40163;1.64276;SHIFT-DR
40164;1.64276;SHIFT-DR
40165;1.64276;SHIFT-DR
40166;1.64277;SHIFT-DR
40167;1.64277;SHIFT-DR
40168;1.64277;SHIFT-DR
40169;1.64277;SHIFT-DR
40170;1.64278;SHIFT-DR
40171;1.64278;SHIFT-DR
40172;1.64278;SHIFT-DR
40173;1.64278;SHIFT-DR
40174;1.64278;SHIFT-DR
40175;1.64279;SHIFT-DR
40176;1.64279;SHIFT-DR
40177;1.64279;SHIFT-DR
40178;1.6428;SHIFT-DR
40179;1.6428;SHIFT-DR
40180;1.6428;SHIFT-DR
40181;1.6428;SHIFT-DR
40182;1.6428;SHIFT-DR
40183;1.6428;SHIFT-DR
40184;1.64281;SHIFT-DR
40185;1.64281;SHIFT-DR
40186;1.64281;SHIFT-DR
40187;1.64282;SHIFT-DR
40188;1.64282;SHIFT-DR
40189;1.64282;SHIFT-DR
40190;1.64282;SHIFT-DR
40191;1.64282;SHIFT-DR
40192;1.64282;SHIFT-DR
40193;1.64283;SHIFT-DR
40194;1.64283;SHIFT-DR
40195;1.64283;SHIFT-DR
40196;1.64284;SHIFT-DR
40197;1.64284;SHIFT-DR
40198;1.64284;SHIFT-DR
40199;1.64284;SHIFT-DR
40200;1.64284;SHIFT-DR
40201;1.64285;SHIFT-DR
40202;1.64285;SHIFT-DR
40203;1.64285;SHIFT-DR
40204;1.64285;SHIFT-DR
40205;1.64286;SHIFT-DR
40206;1.64286;SHIFT-DR
40207;1.64286;SHIFT-DR
40208;1.64286;SHIFT-DR
40209;1.64287;SHIFT-DR
40210;1.64287;SHIFT-DR
40211;1.64287;SHIFT-DR
40212;1.64287;SHIFT-DR
40213;1.64287;SHIFT-DR
40214;1.64288;SHIFT-DR
40215;1.64288;SHIFT-DR
40216;1.64288;SHIFT-DR
40217;1.64288;SHIFT-DR
40218;1.64289;SHIFT-DR
40219;1.64289;SHIFT-DR
40220;1.64289;SHIFT-DR
40221;1.64289;SHIFT-DR
40222;1.64289;SHIFT-DR
40223;1.6429;SHIFT-DR
40224;1.6429;SHIFT-DR
40225;1.6429;SHIFT-DR
40226;1.6429;SHIFT-DR
40227;1.64291;SHIFT-DR
40228;1.64291;SHIFT-DR
40229;1.64291;SHIFT-DR
40230;1.64291;SHIFT-DR
40231;1.64291;SHIFT-DR
40232;1.64292;SHIFT-DR
40233;1.64292;SHIFT-DR
40234;1.64292;SHIFT-DR
40235;1.64292;SHIFT-DR
40236;1.64293;SHIFT-DR
40237;1.64293;SHIFT-DR
40238;1.64293;SHIFT-DR
40239;1.64293;SHIFT-DR
40240;1.64293;SHIFT-DR
40241;1.64294;SHIFT-DR
40242;1.64294;SHIFT-DR
40243;1.64294;SHIFT-DR
40244;1.64294;SHIFT-DR
40245;1.64295;SHIFT-DR
40246;1.64295;SHIFT-DR
40247;1.64295;SHIFT-DR
40248;1.64295;SHIFT-DR
40249;1.64296;SHIFT-DR
40250;1.64296;SHIFT-DR
40251;1.64296;SHIFT-DR
40252;1.64296;SHIFT-DR
40253;1.64296;SHIFT-DR
40254;1.64297;SHIFT-DR
40255;1.64297;SHIFT-DR
40256;1.64297;SHIFT-DR
40257;1.64298;SHIFT-DR
40258;1.64298;SHIFT-DR
40259;1.64298;SHIFT-DR
40260;1.64298;SHIFT-DR
40261;1.64298;SHIFT-DR
40262;1.64298;SHIFT-DR
40263;1.64299;SHIFT-DR
40264;1.64299;SHIFT-DR
40265;1.64368;SHIFT-DR
40266;1.64368;SHIFT-DR
40267;1.64369;SHIFT-DR
40268;1.64369;SHIFT-DR
40269;1.64369;SHIFT-DR
40270;1.64369;SHIFT-DR
40271;1.64369;SHIFT-DR
40272;1.6437;SHIFT-DR
40273;1.6437;SHIFT-DR
40274;1.6437;SHIFT-DR
40275;1.6437;SHIFT-DR
40276;1.64371;SHIFT-DR
40277;1.64371;SHIFT-DR
40278;1.64371;SHIFT-DR
40279;1.64371;SHIFT-DR
40280;1.64371;SHIFT-DR
40281;1.64372;SHIFT-DR
40282;1.64372;SHIFT-DR
40283;1.64372;SHIFT-DR
40284;1.64372;SHIFT-DR
40285;1.64373;SHIFT-DR
40286;1.64373;SHIFT-DR
40287;1.64373;SHIFT-DR
40288;1.64373;SHIFT-DR
40289;1.64374;SHIFT-DR
40290;1.64374;SHIFT-DR
40291;1.64374;SHIFT-DR
40292;1.64374;SHIFT-DR
40293;1.64374;SHIFT-DR
40294;1.64375;SHIFT-DR
40295;1.64375;SHIFT-DR
40296;1.64375;SHIFT-DR
40297;1.64375;SHIFT-DR
40298;1.64376;SHIFT-DR
40299;1.64376;SHIFT-DR
40300;1.64376;SHIFT-DR
40301;1.64376;SHIFT-DR
40302;1.64376;SHIFT-DR
40303;1.64377;SHIFT-DR
40304;1.64377;SHIFT-DR
40305;1.64377;SHIFT-DR
40306;1.64377;SHIFT-DR
40307;1.64378;SHIFT-DR
40308;1.64378;SHIFT-DR
40309;1.64378;SHIFT-DR
40310;1.64378;SHIFT-DR
40311;1.64378;SHIFT-DR
40312;1.64379;SHIFT-DR
40313;1.64379;SHIFT-DR
40314;1.64379;SHIFT-DR
40315;1.6438;SHIFT-DR
40316;1.6438;SHIFT-DR
40317;1.6438;SHIFT-DR
40318;1.6438;SHIFT-DR
40319;1.6438;SHIFT-DR
40320;1.6438;SHIFT-DR
40321;1.64381;SHIFT-DR
40322;1.64381;SHIFT-DR
40323;1.64381;SHIFT-DR
40324;1.64382;SHIFT-DR
40325;1.64382;SHIFT-DR
40326;1.64382;SHIFT-DR
40327;1.64382;SHIFT-DR
40328;1.64382;SHIFT-DR
40329;1.64383;SHIFT-DR
40330;1.64383;SHIFT-DR
40331;1.64383;SHIFT-DR
40332;1.64383;SHIFT-DR
40333;1.64384;SHIFT-DR
40334;1.64384;SHIFT-DR
40335;1.64384;SHIFT-DR
40336;1.64384;SHIFT-DR
40337;1.64385;SHIFT-DR
40338;1.64385;SHIFT-DR
40339;1.64385;SHIFT-DR
40340;1.64385;SHIFT-DR
40341;1.64385;SHIFT-DR
40342;1.64386;SHIFT-DR
40343;1.64386;SHIFT-DR
40344;1.64386;SHIFT-DR
40345;1.64386;SHIFT-DR
40346;1.64387;SHIFT-DR
40347;1.64387;SHIFT-DR
40348;1.64387;SHIFT-DR
40349;1.64387;SHIFT-DR
40350;1.64387;SHIFT-DR
40351;1.64388;SHIFT-DR
40352;1.64388;SHIFT-DR
40353;1.64388;SHIFT-DR
40354;1.64388;SHIFT-DR
40355;1.64389;SHIFT-DR
40356;1.64389;SHIFT-DR
40357;1.64389;SHIFT-DR
40358;1.64389;SHIFT-DR
40359;1.64389;SHIFT-DR
40360;1.6439;SHIFT-DR
40361;1.6439;SHIFT-DR
40362;1.6439;SHIFT-DR
40363;1.6439;SHIFT-DR
40364;1.64391;SHIFT-DR
40365;1.64391;SHIFT-DR
40366;1.64391;SHIFT-DR
40367;1.64391;SHIFT-DR
40368;1.64391;SHIFT-DR
40369;1.64392;SHIFT-DR
40370;1.64392;SHIFT-DR
40371;1.64392;SHIFT-DR
40372;1.64392;SHIFT-DR
40373;1.64393;SHIFT-DR
40374;1.64393;SHIFT-DR
40375;1.64393;SHIFT-DR
40376;1.64393;SHIFT-DR
40377;1.64394;SHIFT-DR
40378;1.64394;SHIFT-DR
40379;1.64394;SHIFT-DR
40380;1.64394;SHIFT-DR
40381;1.64394;SHIFT-DR
40382;1.64395;SHIFT-DR
40383;1.64395;SHIFT-DR
40384;1.64395;SHIFT-DR
40385;1.64395;SHIFT-DR
40386;1.64396;SHIFT-DR
40387;1.64396;SHIFT-DR
40388;1.64396;SHIFT-DR
40389;1.64396;SHIFT-DR
40390;1.64396;SHIFT-DR
40391;1.64397;SHIFT-DR
40392;1.64397;SHIFT-DR
40393;1.64397;SHIFT-DR
40394;1.64398;SHIFT-DR
40395;1.64398;SHIFT-DR
40396;1.64398;SHIFT-DR
40397;1.64398;SHIFT-DR
40398;1.64398;SHIFT-DR
40399;1.64398;SHIFT-DR
40400;1.64399;SHIFT-DR
40401;1.64399;SHIFT-DR
40402;1.64399;SHIFT-DR
40403;1.644;SHIFT-DR
40404;1.644;SHIFT-DR
40405;1.644;SHIFT-DR
40406;1.644;SHIFT-DR
40407;1.644;SHIFT-DR
40408;1.644;SHIFT-DR
40409;1.64401;SHIFT-DR
40410;1.64401;SHIFT-DR
40411;1.64401;SHIFT-DR
40412;1.64402;SHIFT-DR
40413;1.64402;SHIFT-DR
40414;1.64402;SHIFT-DR
40415;1.64402;SHIFT-DR
40416;1.64402;SHIFT-DR
40417;1.64403;SHIFT-DR
40418;1.64403;SHIFT-DR
40419;1.64403;SHIFT-DR
40420;1.64403;SHIFT-DR
40421;1.64404;SHIFT-DR
40422;1.64404;SHIFT-DR
40423;1.64404;SHIFT-DR
40424;1.64404;SHIFT-DR
40425;1.64405;SHIFT-DR
40426;1.64405;SHIFT-DR
40427;1.64405;SHIFT-DR
40428;1.64405;SHIFT-DR
40429;1.64405;SHIFT-DR
40430;1.64406;SHIFT-DR
40431;1.64406;SHIFT-DR
40432;1.64406;SHIFT-DR
40433;1.64406;SHIFT-DR
40434;1.64407;SHIFT-DR
40435;1.64407;SHIFT-DR
40436;1.64407;SHIFT-DR
40437;1.64407;SHIFT-DR
40438;1.64407;SHIFT-DR
40439;1.64408;SHIFT-DR
40440;1.64408;SHIFT-DR
40441;1.64408;SHIFT-DR
40442;1.64408;SHIFT-DR
40443;1.64409;SHIFT-DR
40444;1.64409;SHIFT-DR
40445;1.64409;SHIFT-DR
40446;1.64409;SHIFT-DR
40447;1.64409;SHIFT-DR
40448;1.6441;SHIFT-DR
40449;1.6441;SHIFT-DR
40450;1.6441;SHIFT-DR
40451;1.6441;SHIFT-DR
40452;1.64411;SHIFT-DR
40453;1.64411;SHIFT-DR
40454;1.64411;SHIFT-DR
40455;1.64411;SHIFT-DR
40456;1.64411;SHIFT-DR
40457;1.64412;SHIFT-DR
40458;1.64412;SHIFT-DR
40459;1.64412;SHIFT-DR
40460;1.64412;SHIFT-DR
40461;1.64413;SHIFT-DR
40462;1.64413;SHIFT-DR
40463;1.64413;SHIFT-DR
40464;1.64413;SHIFT-DR
40465;1.64414;SHIFT-DR
40466;1.64414;SHIFT-DR
40467;1.64414;SHIFT-DR
40468;1.64414;SHIFT-DR
40469;1.64414;SHIFT-DR
40470;1.64415;SHIFT-DR
40471;1.64415;SHIFT-DR
40472;1.64415;SHIFT-DR
40473;1.64416;SHIFT-DR
40474;1.64416;SHIFT-DR
40475;1.64416;SHIFT-DR
40476;1.64416;SHIFT-DR
40477;1.64416;SHIFT-DR
40478;1.64416;SHIFT-DR
40479;1.64417;SHIFT-DR
40480;1.64417;SHIFT-DR
40481;1.64417;SHIFT-DR
40482;1.64418;SHIFT-DR
40483;1.64418;SHIFT-DR
40484;1.64418;SHIFT-DR
40485;1.64418;SHIFT-DR
40486;1.64418;SHIFT-DR
40487;1.64418;SHIFT-DR
40488;1.64419;SHIFT-DR
40489;1.64419;SHIFT-DR
40490;1.64419;SHIFT-DR
40491;1.6442;SHIFT-DR
40492;1.6442;SHIFT-DR
40493;1.6442;SHIFT-DR
40494;1.6442;SHIFT-DR
40495;1.6442;SHIFT-DR
40496;1.6442;SHIFT-DR
40497;1.64421;SHIFT-DR
40498;1.64421;SHIFT-DR
40499;1.64421;SHIFT-DR
40500;1.64422;SHIFT-DR
40501;1.64422;SHIFT-DR
40502;1.64422;SHIFT-DR
40503;1.64422;SHIFT-DR
40504;1.64422;SHIFT-DR
40505;1.64423;SHIFT-DR
40506;1.64423;SHIFT-DR
40507;1.64423;SHIFT-DR
40508;1.64423;SHIFT-DR
40509;1.64424;SHIFT-DR
40510;1.64424;SHIFT-DR
40511;1.64424;SHIFT-DR
40512;1.64424;SHIFT-DR
40513;1.64425;SHIFT-DR
40514;1.64425;SHIFT-DR
40515;1.64425;SHIFT-DR
40516;1.64425;SHIFT-DR
40517;1.64425;SHIFT-DR
40518;1.64426;SHIFT-DR
40519;1.64426;SHIFT-DR
40520;1.64426;SHIFT-DR
40521;1.64493;SHIFT-DR
40522;1.64493;SHIFT-DR
40523;1.64494;SHIFT-DR
40524;1.64494;SHIFT-DR
40525;1.64494;SHIFT-DR
40526;1.64494;SHIFT-DR
40527;1.64494;SHIFT-DR
40528;1.64495;SHIFT-DR
40529;1.64495;SHIFT-DR
40530;1.64495;SHIFT-DR
40531;1.64495;SHIFT-DR
40532;1.64496;SHIFT-DR
40533;1.64496;SHIFT-DR
40534;1.64496;SHIFT-DR
40535;1.64496;SHIFT-DR
40536;1.64496;SHIFT-DR
40537;1.64497;SHIFT-DR
40538;1.64497;SHIFT-DR
40539;1.64497;SHIFT-DR
40540;1.64497;SHIFT-DR
40541;1.64498;SHIFT-DR
40542;1.64498;SHIFT-DR
40543;1.64498;SHIFT-DR
40544;1.64498;SHIFT-DR
40545;1.64499;SHIFT-DR
40546;1.64499;SHIFT-DR
40547;1.64499;SHIFT-DR
40548;1.64499;SHIFT-DR
40549;1.64499;SHIFT-DR
40550;1.645;SHIFT-DR
40551;1.645;SHIFT-DR
40552;1.645;SHIFT-DR
40553;1.64501;SHIFT-DR
40554;1.64501;SHIFT-DR
40555;1.64501;SHIFT-DR
40556;1.64501;SHIFT-DR
40557;1.64501;SHIFT-DR
40558;1.64501;SHIFT-DR
40559;1.64502;SHIFT-DR
40560;1.64502;SHIFT-DR
40561;1.64502;SHIFT-DR
40562;1.64503;SHIFT-DR
40563;1.64503;SHIFT-DR
40564;1.64503;SHIFT-DR
40565;1.64503;SHIFT-DR
40566;1.64503;SHIFT-DR
40567;1.64503;SHIFT-DR
40568;1.64504;SHIFT-DR
40569;1.64504;SHIFT-DR
40570;1.64504;SHIFT-DR
40571;1.64505;SHIFT-DR
40572;1.64505;SHIFT-DR
40573;1.64505;SHIFT-DR
40574;1.64505;SHIFT-DR
40575;1.64505;SHIFT-DR
40576;1.64505;SHIFT-DR
40577;1.64506;SHIFT-DR
40578;1.64506;SHIFT-DR
40579;1.64506;SHIFT-DR
40580;1.64507;SHIFT-DR
40581;1.64507;SHIFT-DR
40582;1.64507;SHIFT-DR
40583;1.64507;SHIFT-DR
40584;1.64507;SHIFT-DR
40585;1.64508;SHIFT-DR
40586;1.64508;SHIFT-DR
40587;1.64508;SHIFT-DR
40588;1.64508;SHIFT-DR
40589;1.64509;SHIFT-DR
40590;1.64509;SHIFT-DR
40591;1.64509;SHIFT-DR
40592;1.64509;SHIFT-DR
40593;1.6451;SHIFT-DR
40594;1.6451;SHIFT-DR
40595;1.6451;SHIFT-DR
40596;1.6451;SHIFT-DR
40597;1.6451;SHIFT-DR
40598;1.64511;SHIFT-DR
40599;1.64511;SHIFT-DR
40600;1.64511;SHIFT-DR
40601;1.64511;SHIFT-DR
40602;1.64512;SHIFT-DR
40603;1.64512;SHIFT-DR
40604;1.64512;SHIFT-DR
40605;1.64512;SHIFT-DR
40606;1.64512;SHIFT-DR
40607;1.64513;SHIFT-DR
40608;1.64513;SHIFT-DR
40609;1.64513;SHIFT-DR
40610;1.64513;SHIFT-DR
40611;1.64514;SHIFT-DR
40612;1.64514;SHIFT-DR
40613;1.64514;SHIFT-DR
40614;1.64514;SHIFT-DR
40615;1.64514;SHIFT-DR
40616;1.64515;SHIFT-DR
40617;1.64515;SHIFT-DR
40618;1.64515;SHIFT-DR
40619;1.64515;SHIFT-DR
40620;1.64516;SHIFT-DR
40621;1.64516;SHIFT-DR
40622;1.64516;SHIFT-DR
40623;1.64516;SHIFT-DR
40624;1.64516;SHIFT-DR
40625;1.64517;SHIFT-DR
40626;1.64517;SHIFT-DR
40627;1.64517;SHIFT-DR
40628;1.64517;SHIFT-DR
40629;1.64518;SHIFT-DR
40630;1.64518;SHIFT-DR
40631;1.64518;SHIFT-DR
40632;1.64518;SHIFT-DR
40633;1.64519;SHIFT-DR
40634;1.64519;SHIFT-DR
40635;1.64519;SHIFT-DR
40636;1.64519;SHIFT-DR
40637;1.64519;SHIFT-DR
40638;1.6452;SHIFT-DR
40639;1.6452;SHIFT-DR
40640;1.6452;SHIFT-DR
40641;1.64521;SHIFT-DR
40642;1.64521;SHIFT-DR
40643;1.64521;SHIFT-DR
40644;1.64521;SHIFT-DR
40645;1.64521;SHIFT-DR
40646;1.64521;SHIFT-DR
40647;1.64522;SHIFT-DR
40648;1.64522;SHIFT-DR
40649;1.64522;SHIFT-DR
40650;1.64523;SHIFT-DR
40651;1.64523;SHIFT-DR
40652;1.64523;SHIFT-DR
40653;1.64523;SHIFT-DR
40654;1.64523;SHIFT-DR
40655;1.64523;SHIFT-DR
40656;1.64524;SHIFT-DR
40657;1.64524;SHIFT-DR
40658;1.64524;SHIFT-DR
40659;1.64525;SHIFT-DR
40660;1.64525;SHIFT-DR
40661;1.64525;SHIFT-DR
40662;1.64525;SHIFT-DR
40663;1.64525;SHIFT-DR
40664;1.64526;SHIFT-DR
40665;1.64526;SHIFT-DR
40666;1.64526;SHIFT-DR
40667;1.64526;SHIFT-DR
40668;1.64527;SHIFT-DR
40669;1.64527;SHIFT-DR
40670;1.64527;SHIFT-DR
40671;1.64527;SHIFT-DR
40672;1.64527;SHIFT-DR
40673;1.64528;SHIFT-DR
40674;1.64528;SHIFT-DR
40675;1.64528;SHIFT-DR
40676;1.64528;SHIFT-DR
40677;1.64529;SHIFT-DR
40678;1.64529;SHIFT-DR
40679;1.64529;SHIFT-DR
40680;1.64529;SHIFT-DR
40681;1.6453;SHIFT-DR
40682;1.6453;SHIFT-DR
40683;1.6453;SHIFT-DR
40684;1.6453;SHIFT-DR
40685;1.6453;SHIFT-DR
40686;1.64531;SHIFT-DR
40687;1.64531;SHIFT-DR
40688;1.64531;SHIFT-DR
40689;1.64531;SHIFT-DR
40690;1.64532;SHIFT-DR
40691;1.64532;SHIFT-DR
40692;1.64532;SHIFT-DR
40693;1.64532;SHIFT-DR
40694;1.64532;SHIFT-DR
40695;1.64533;SHIFT-DR
40696;1.64533;SHIFT-DR
40697;1.64533;SHIFT-DR
40698;1.64533;SHIFT-DR
40699;1.64534;SHIFT-DR
40700;1.64534;SHIFT-DR
40701;1.64534;SHIFT-DR
40702;1.64534;SHIFT-DR
40703;1.64534;SHIFT-DR
40704;1.64535;SHIFT-DR
40705;1.64535;SHIFT-DR
40706;1.64535;SHIFT-DR
40707;1.64535;SHIFT-DR
40708;1.64536;SHIFT-DR
40709;1.64536;SHIFT-DR
40710;1.64536;SHIFT-DR
40711;1.64536;SHIFT-DR
40712;1.64536;SHIFT-DR
40713;1.64537;SHIFT-DR
40714;1.64537;SHIFT-DR
40715;1.64537;SHIFT-DR
40716;1.64537;SHIFT-DR
40717;1.64538;SHIFT-DR
40718;1.64538;SHIFT-DR
40719;1.64538;SHIFT-DR
40720;1.64538;SHIFT-DR
40721;1.64539;SHIFT-DR
40722;1.64539;SHIFT-DR
40723;1.64539;SHIFT-DR
40724;1.64539;SHIFT-DR
40725;1.64539;SHIFT-DR
40726;1.6454;SHIFT-DR
40727;1.6454;SHIFT-DR
40728;1.6454;SHIFT-DR
40729;1.64541;SHIFT-DR
40730;1.64541;SHIFT-DR
40731;1.64541;SHIFT-DR
40732;1.64541;SHIFT-DR
40733;1.64541;SHIFT-DR
40734;1.64541;SHIFT-DR
40735;1.64542;SHIFT-DR
40736;1.64542;SHIFT-DR
40737;1.64542;SHIFT-DR
40738;1.64543;SHIFT-DR
40739;1.64543;SHIFT-DR
40740;1.64543;SHIFT-DR
40741;1.64543;SHIFT-DR
40742;1.64543;SHIFT-DR
40743;1.64543;SHIFT-DR
40744;1.64544;SHIFT-DR
40745;1.64544;SHIFT-DR
40746;1.64544;SHIFT-DR
40747;1.64545;SHIFT-DR
40748;1.64545;SHIFT-DR
40749;1.64545;SHIFT-DR
40750;1.64545;SHIFT-DR
40751;1.64545;SHIFT-DR
40752;1.64546;SHIFT-DR
40753;1.64546;SHIFT-DR
40754;1.64546;SHIFT-DR
40755;1.64546;SHIFT-DR
40756;1.64547;SHIFT-DR
40757;1.64547;SHIFT-DR
40758;1.64547;SHIFT-DR
40759;1.64547;SHIFT-DR
40760;1.64547;SHIFT-DR
40761;1.64548;SHIFT-DR
40762;1.64548;SHIFT-DR
40763;1.64548;SHIFT-DR
40764;1.64548;SHIFT-DR
40765;1.64549;SHIFT-DR
40766;1.64549;SHIFT-DR
40767;1.64549;EXIT1-DR
40768;1.64602;UPDATE-DR
40769;1.64603;RUN-TEST/IDLE
40770;1.65679;SELECT-DR-SCAN
40771;1.65679;CAPTURE-DR
40772;1.6568;SHIFT-DR
40773;1.65741;SHIFT-DR
40774;1.65742;SHIFT-DR
40775;1.65742;SHIFT-DR
40776;1.65742;SHIFT-DR
40777;1.65742;SHIFT-DR
40778;1.65742;SHIFT-DR
40779;1.65743;SHIFT-DR
40780;1.65743;SHIFT-DR
40781;1.65743;SHIFT-DR
40782;1.65743;SHIFT-DR
40783;1.65744;SHIFT-DR
40784;1.65744;SHIFT-DR
40785;1.65744;SHIFT-DR
40786;1.65744;SHIFT-DR
40787;1.65744;SHIFT-DR
40788;1.65745;SHIFT-DR
40789;1.65745;SHIFT-DR
40790;1.65745;SHIFT-DR
40791;1.65745;SHIFT-DR
40792;1.65746;SHIFT-DR
40793;1.65746;SHIFT-DR
40794;1.65746;SHIFT-DR
40795;1.65746;SHIFT-DR
40796;1.65746;SHIFT-DR
40797;1.65747;SHIFT-DR
40798;1.65747;SHIFT-DR
40799;1.65747;SHIFT-DR
40800;1.65747;SHIFT-DR
40801;1.65748;SHIFT-DR
40802;1.65748;SHIFT-DR
40803;1.65748;SHIFT-DR
40804;1.65748;SHIFT-DR
40805;1.65749;SHIFT-DR
40806;1.65749;SHIFT-DR
40807;1.65749;SHIFT-DR
40808;1.65749;SHIFT-DR
40809;1.65749;SHIFT-DR
40810;1.6575;SHIFT-DR
40811;1.6575;SHIFT-DR
40812;1.6575;SHIFT-DR
40813;1.6575;SHIFT-DR
40814;1.65751;SHIFT-DR
40815;1.65751;SHIFT-DR
40816;1.65751;SHIFT-DR
40817;1.65751;SHIFT-DR
40818;1.65751;SHIFT-DR
40819;1.65752;SHIFT-DR
40820;1.65752;SHIFT-DR
40821;1.65752;SHIFT-DR
40822;1.65752;SHIFT-DR
40823;1.65753;SHIFT-DR
40824;1.65753;SHIFT-DR
40825;1.65753;SHIFT-DR
40826;1.65753;SHIFT-DR
40827;1.65753;SHIFT-DR
40828;1.65754;SHIFT-DR
40829;1.65754;SHIFT-DR
40830;1.65754;SHIFT-DR
40831;1.65754;SHIFT-DR
40832;1.65755;SHIFT-DR
40833;1.65755;SHIFT-DR
40834;1.65755;SHIFT-DR
40835;1.65755;SHIFT-DR
40836;1.65755;SHIFT-DR
40837;1.65756;SHIFT-DR
40838;1.65756;SHIFT-DR
40839;1.65756;SHIFT-DR
40840;1.65756;SHIFT-DR
40841;1.65757;SHIFT-DR
40842;1.65757;SHIFT-DR
40843;1.65757;SHIFT-DR
40844;1.65757;SHIFT-DR
40845;1.65758;SHIFT-DR
40846;1.65758;SHIFT-DR
40847;1.65758;SHIFT-DR
40848;1.65758;SHIFT-DR
40849;1.65758;SHIFT-DR
40850;1.65759;SHIFT-DR
40851;1.65759;SHIFT-DR
40852;1.65759;SHIFT-DR
40853;1.6576;SHIFT-DR
40854;1.6576;SHIFT-DR
40855;1.6576;SHIFT-DR
40856;1.6576;SHIFT-DR
40857;1.6576;SHIFT-DR
40858;1.65761;SHIFT-DR
40859;1.65761;SHIFT-DR
40860;1.65761;SHIFT-DR
40861;1.65761;SHIFT-DR
40862;1.65762;SHIFT-DR
40863;1.65762;SHIFT-DR
40864;1.65762;SHIFT-DR
40865;1.65762;SHIFT-DR
40866;1.65762;SHIFT-DR
40867;1.65763;SHIFT-DR
40868;1.65763;SHIFT-DR
40869;1.65763;SHIFT-DR
40870;1.65763;SHIFT-DR
40871;1.65764;SHIFT-DR
40872;1.65764;SHIFT-DR
40873;1.65764;SHIFT-DR
40874;1.65764;SHIFT-DR
40875;1.65764;SHIFT-DR
40876;1.65765;SHIFT-DR
40877;1.65765;SHIFT-DR
40878;1.65765;SHIFT-DR
40879;1.65765;SHIFT-DR
40880;1.65766;SHIFT-DR
40881;1.65766;SHIFT-DR
40882;1.65766;SHIFT-DR
