ID;Time[s];JTAG: States
19707;1.23596;SHIFT-DR
19708;1.23596;SHIFT-DR
19709;1.23597;SHIFT-DR
19710;1.23597;SHIFT-DR
19711;1.23597;SHIFT-DR
19712;1.23597;SHIFT-DR
19713;1.23597;SHIFT-DR
19714;1.23598;SHIFT-DR
19715;1.23598;SHIFT-DR
19716;1.23598;SHIFT-DR
19717;1.23599;SHIFT-DR
19718;1.23599;SHIFT-DR
19719;1.23599;SHIFT-DR
19720;1.23599;SHIFT-DR
19721;1.23599;SHIFT-DR
19722;1.23599;SHIFT-DR
19723;1.236;SHIFT-DR
19724;1.236;SHIFT-DR
19725;1.236;SHIFT-DR
19726;1.23601;SHIFT-DR
19727;1.23601;SHIFT-DR
19728;1.23601;SHIFT-DR
19729;1.23601;SHIFT-DR
19730;1.23601;SHIFT-DR
19731;1.23601;SHIFT-DR
19732;1.23602;SHIFT-DR
19733;1.23602;SHIFT-DR
19734;1.23602;SHIFT-DR
19735;1.23603;SHIFT-DR
19736;1.23603;SHIFT-DR
19737;1.23603;SHIFT-DR
19738;1.23603;SHIFT-DR
19739;1.23603;SHIFT-DR
19740;1.23603;SHIFT-DR
19741;1.23604;SHIFT-DR
19742;1.23604;SHIFT-DR
19743;1.23604;SHIFT-DR
19744;1.23605;SHIFT-DR
19745;1.23605;SHIFT-DR
19746;1.23605;SHIFT-DR
19747;1.23605;SHIFT-DR
19748;1.23605;SHIFT-DR
19749;1.23606;SHIFT-DR
19750;1.23606;SHIFT-DR
19751;1.23606;SHIFT-DR
19752;1.23606;SHIFT-DR
19753;1.23607;SHIFT-DR
19754;1.23607;SHIFT-DR
19755;1.23607;SHIFT-DR
19756;1.23607;SHIFT-DR
19757;1.23608;SHIFT-DR
19758;1.23608;SHIFT-DR
19759;1.23608;SHIFT-DR
19760;1.23608;SHIFT-DR
19761;1.23608;SHIFT-DR
19762;1.23609;SHIFT-DR
19763;1.23609;SHIFT-DR
19764;1.23609;SHIFT-DR
19765;1.23609;SHIFT-DR
19766;1.2361;SHIFT-DR
19767;1.2361;SHIFT-DR
19768;1.2361;SHIFT-DR
19769;1.2361;SHIFT-DR
19770;1.2361;SHIFT-DR
19771;1.23611;SHIFT-DR
19772;1.23611;SHIFT-DR
19773;1.23611;SHIFT-DR
19774;1.23611;SHIFT-DR
19775;1.23612;SHIFT-DR
19776;1.23612;SHIFT-DR
19777;1.23612;SHIFT-DR
19778;1.23612;SHIFT-DR
19779;1.23612;SHIFT-DR
19780;1.23613;SHIFT-DR
19781;1.23613;SHIFT-DR
19782;1.23613;SHIFT-DR
19783;1.23613;SHIFT-DR
19784;1.23614;SHIFT-DR
19785;1.23614;SHIFT-DR
19786;1.23614;SHIFT-DR
19787;1.23614;SHIFT-DR
19788;1.23614;SHIFT-DR
19789;1.23615;SHIFT-DR
19790;1.23615;SHIFT-DR
19791;1.23615;SHIFT-DR
19792;1.23615;SHIFT-DR
19793;1.23616;SHIFT-DR
19794;1.23616;SHIFT-DR
19795;1.23616;SHIFT-DR
19796;1.23616;SHIFT-DR
19797;1.23617;SHIFT-DR
19798;1.23617;SHIFT-DR
19799;1.23617;SHIFT-DR
19800;1.23617;SHIFT-DR
19801;1.23617;SHIFT-DR
19802;1.23618;SHIFT-DR
19803;1.23618;SHIFT-DR
19804;1.23618;SHIFT-DR
19805;1.23619;SHIFT-DR
19806;1.23619;SHIFT-DR
19807;1.23619;SHIFT-DR
19808;1.23619;SHIFT-DR
19809;1.23619;SHIFT-DR
19810;1.23619;SHIFT-DR
19811;1.2362;SHIFT-DR
19812;1.2362;SHIFT-DR
19813;1.2362;SHIFT-DR
19814;1.23621;SHIFT-DR
19815;1.23621;SHIFT-DR
19816;1.23621;SHIFT-DR
19817;1.23621;SHIFT-DR
19818;1.23621;SHIFT-DR
19819;1.23621;SHIFT-DR
19820;1.23622;SHIFT-DR
19821;1.23622;SHIFT-DR
19822;1.23622;SHIFT-DR
19823;1.23623;SHIFT-DR
19824;1.23623;SHIFT-DR
19825;1.23623;SHIFT-DR
19826;1.23623;SHIFT-DR
19827;1.23623;SHIFT-DR
19828;1.23624;SHIFT-DR
19829;1.23624;SHIFT-DR
19830;1.23624;SHIFT-DR
19831;1.23624;SHIFT-DR
19832;1.23625;SHIFT-DR
19833;1.23625;SHIFT-DR
19834;1.23625;SHIFT-DR
19835;1.23625;SHIFT-DR
19836;1.23625;SHIFT-DR
19837;1.23626;SHIFT-DR
19838;1.23626;SHIFT-DR
19839;1.23626;SHIFT-DR
19840;1.23626;SHIFT-DR
19841;1.23627;SHIFT-DR
19842;1.23627;SHIFT-DR
19843;1.23627;SHIFT-DR
19844;1.23627;SHIFT-DR
19845;1.23628;SHIFT-DR
19846;1.23628;SHIFT-DR
19847;1.23628;SHIFT-DR
19848;1.23628;SHIFT-DR
19849;1.23628;SHIFT-DR
19850;1.23629;SHIFT-DR
19851;1.23629;SHIFT-DR
19852;1.23629;SHIFT-DR
19853;1.23629;SHIFT-DR
19854;1.2363;SHIFT-DR
19855;1.2363;SHIFT-DR
19856;1.2363;SHIFT-DR
19857;1.2363;SHIFT-DR
19858;1.2363;SHIFT-DR
19859;1.23631;SHIFT-DR
19860;1.23631;SHIFT-DR
19861;1.23631;SHIFT-DR
19862;1.23631;SHIFT-DR
19863;1.23632;SHIFT-DR
19864;1.23632;SHIFT-DR
19865;1.23632;SHIFT-DR
19866;1.23632;SHIFT-DR
19867;1.23632;SHIFT-DR
19868;1.23633;SHIFT-DR
19869;1.23633;SHIFT-DR
19870;1.23633;SHIFT-DR
19871;1.23633;SHIFT-DR
19872;1.23634;SHIFT-DR
19873;1.23634;SHIFT-DR
19874;1.23634;SHIFT-DR
19875;1.23634;SHIFT-DR
19876;1.23634;SHIFT-DR
19877;1.23635;SHIFT-DR
19878;1.23635;SHIFT-DR
19879;1.23635;SHIFT-DR
19880;1.23635;SHIFT-DR
19881;1.23636;SHIFT-DR
19882;1.23636;SHIFT-DR
19883;1.23636;SHIFT-DR
19884;1.23636;SHIFT-DR
19885;1.23637;SHIFT-DR
19886;1.23637;SHIFT-DR
19887;1.23637;SHIFT-DR
19888;1.23637;SHIFT-DR
19889;1.23637;SHIFT-DR
19890;1.23638;SHIFT-DR
19891;1.23638;SHIFT-DR
19892;1.23638;SHIFT-DR
19893;1.23686;SHIFT-DR
19894;1.23686;SHIFT-DR
19895;1.23686;SHIFT-DR
19896;1.23686;SHIFT-DR
19897;1.23686;SHIFT-DR
19898;1.23687;SHIFT-DR
19899;1.23687;SHIFT-DR
19900;1.23687;SHIFT-DR
19901;1.23688;SHIFT-DR
19902;1.23688;SHIFT-DR
19903;1.23688;SHIFT-DR
19904;1.23688;SHIFT-DR
19905;1.23688;SHIFT-DR
19906;1.23688;SHIFT-DR
19907;1.23689;SHIFT-DR
19908;1.23689;SHIFT-DR
19909;1.23689;SHIFT-DR
19910;1.2369;SHIFT-DR
19911;1.2369;SHIFT-DR
19912;1.2369;SHIFT-DR
19913;1.2369;SHIFT-DR
19914;1.2369;SHIFT-DR
19915;1.2369;SHIFT-DR
19916;1.23691;SHIFT-DR
19917;1.23691;SHIFT-DR
19918;1.23691;SHIFT-DR
19919;1.23692;SHIFT-DR
19920;1.23692;SHIFT-DR
19921;1.23692;SHIFT-DR
19922;1.23692;SHIFT-DR
19923;1.23692;SHIFT-DR
19924;1.23693;SHIFT-DR
19925;1.23693;SHIFT-DR
19926;1.23693;SHIFT-DR
19927;1.23693;SHIFT-DR
19928;1.23694;SHIFT-DR
19929;1.23694;SHIFT-DR
19930;1.23694;SHIFT-DR
19931;1.23694;SHIFT-DR
19932;1.23694;SHIFT-DR
19933;1.23695;SHIFT-DR
19934;1.23695;SHIFT-DR
19935;1.23695;SHIFT-DR
19936;1.23695;SHIFT-DR
19937;1.23696;SHIFT-DR
19938;1.23696;SHIFT-DR
19939;1.23696;SHIFT-DR
19940;1.23696;SHIFT-DR
19941;1.23697;SHIFT-DR
19942;1.23697;SHIFT-DR
19943;1.23697;SHIFT-DR
19944;1.23697;SHIFT-DR
19945;1.23697;SHIFT-DR
19946;1.23698;SHIFT-DR
19947;1.23698;SHIFT-DR
19948;1.23698;SHIFT-DR
19949;1.23698;SHIFT-DR
19950;1.23699;SHIFT-DR
19951;1.23699;SHIFT-DR
19952;1.23699;SHIFT-DR
19953;1.23699;SHIFT-DR
19954;1.23699;SHIFT-DR
19955;1.237;SHIFT-DR
19956;1.237;SHIFT-DR
19957;1.237;SHIFT-DR
19958;1.237;SHIFT-DR
19959;1.23701;SHIFT-DR
19960;1.23701;SHIFT-DR
19961;1.23701;SHIFT-DR
19962;1.23701;SHIFT-DR
19963;1.23701;SHIFT-DR
19964;1.23702;SHIFT-DR
19965;1.23702;SHIFT-DR
19966;1.23702;SHIFT-DR
19967;1.23702;SHIFT-DR
19968;1.23703;SHIFT-DR
19969;1.23703;SHIFT-DR
19970;1.23703;SHIFT-DR
19971;1.23703;SHIFT-DR
19972;1.23703;SHIFT-DR
19973;1.23704;SHIFT-DR
19974;1.23704;SHIFT-DR
19975;1.23704;SHIFT-DR
19976;1.23704;SHIFT-DR
19977;1.23705;SHIFT-DR
19978;1.23705;SHIFT-DR
19979;1.23705;SHIFT-DR
19980;1.23705;SHIFT-DR
19981;1.23706;SHIFT-DR
19982;1.23706;SHIFT-DR
19983;1.23706;SHIFT-DR
19984;1.23706;SHIFT-DR
19985;1.23706;SHIFT-DR
19986;1.23707;SHIFT-DR
19987;1.23707;SHIFT-DR
19988;1.23707;SHIFT-DR
19989;1.23708;SHIFT-DR
19990;1.23708;SHIFT-DR
19991;1.23708;SHIFT-DR
19992;1.23708;SHIFT-DR
19993;1.23708;SHIFT-DR
19994;1.23708;SHIFT-DR
19995;1.23709;SHIFT-DR
19996;1.23709;SHIFT-DR
19997;1.23709;SHIFT-DR
19998;1.2371;SHIFT-DR
19999;1.2371;SHIFT-DR
20000;1.2371;SHIFT-DR
20001;1.2371;SHIFT-DR
20002;1.2371;SHIFT-DR
20003;1.23711;SHIFT-DR
20004;1.23711;SHIFT-DR
20005;1.23711;SHIFT-DR
20006;1.23711;SHIFT-DR
20007;1.23712;SHIFT-DR
20008;1.23712;SHIFT-DR
20009;1.23712;SHIFT-DR
20010;1.23712;SHIFT-DR
20011;1.23712;SHIFT-DR
20012;1.23713;SHIFT-DR
20013;1.23713;SHIFT-DR
20014;1.23713;SHIFT-DR
20015;1.23713;SHIFT-DR
20016;1.23714;SHIFT-DR
20017;1.23714;SHIFT-DR
20018;1.23714;SHIFT-DR
20019;1.23714;SHIFT-DR
20020;1.23714;SHIFT-DR
20021;1.23715;SHIFT-DR
20022;1.23715;SHIFT-DR
20023;1.23715;SHIFT-DR
20024;1.23715;SHIFT-DR
20025;1.23716;SHIFT-DR
20026;1.23716;SHIFT-DR
20027;1.23716;SHIFT-DR
20028;1.23716;SHIFT-DR
20029;1.23717;SHIFT-DR
20030;1.23717;SHIFT-DR
20031;1.23717;SHIFT-DR
20032;1.23717;SHIFT-DR
20033;1.23717;SHIFT-DR
20034;1.23718;SHIFT-DR
20035;1.23718;SHIFT-DR
20036;1.23718;SHIFT-DR
20037;1.23718;SHIFT-DR
20038;1.23719;SHIFT-DR
20039;1.23719;SHIFT-DR
20040;1.23719;SHIFT-DR
20041;1.23719;SHIFT-DR
20042;1.23719;SHIFT-DR
20043;1.2372;SHIFT-DR
20044;1.2372;SHIFT-DR
20045;1.2372;SHIFT-DR
20046;1.2372;SHIFT-DR
20047;1.23721;SHIFT-DR
20048;1.23721;SHIFT-DR
20049;1.23721;SHIFT-DR
20050;1.23721;SHIFT-DR
20051;1.23721;SHIFT-DR
20052;1.23722;SHIFT-DR
20053;1.23722;SHIFT-DR
20054;1.23722;SHIFT-DR
20055;1.23722;SHIFT-DR
20056;1.23723;SHIFT-DR
20057;1.23723;SHIFT-DR
20058;1.23723;SHIFT-DR
20059;1.23723;SHIFT-DR
20060;1.23723;SHIFT-DR
20061;1.23724;SHIFT-DR
20062;1.23724;SHIFT-DR
20063;1.23724;SHIFT-DR
20064;1.23724;SHIFT-DR
20065;1.23725;SHIFT-DR
20066;1.23725;SHIFT-DR
20067;1.23725;SHIFT-DR
20068;1.23725;SHIFT-DR
20069;1.23726;SHIFT-DR
20070;1.23726;SHIFT-DR
20071;1.23726;SHIFT-DR
20072;1.23726;SHIFT-DR
20073;1.23726;SHIFT-DR
20074;1.23727;SHIFT-DR
20075;1.23727;SHIFT-DR
20076;1.23727;SHIFT-DR
20077;1.23728;SHIFT-DR
20078;1.23728;SHIFT-DR
20079;1.23728;SHIFT-DR
20080;1.23728;SHIFT-DR
20081;1.23728;SHIFT-DR
20082;1.23729;SHIFT-DR
20083;1.23729;SHIFT-DR
20084;1.23729;SHIFT-DR
20085;1.23729;SHIFT-DR
20086;1.2373;SHIFT-DR
20087;1.2373;SHIFT-DR
20088;1.2373;SHIFT-DR
20089;1.2373;SHIFT-DR
20090;1.2373;SHIFT-DR
20091;1.23731;SHIFT-DR
20092;1.23731;SHIFT-DR
20093;1.23731;SHIFT-DR
20094;1.23731;SHIFT-DR
20095;1.23732;SHIFT-DR
20096;1.23732;SHIFT-DR
20097;1.23732;SHIFT-DR
20098;1.23732;SHIFT-DR
20099;1.23732;SHIFT-DR
20100;1.23733;SHIFT-DR
20101;1.23733;SHIFT-DR
20102;1.23733;SHIFT-DR
20103;1.23733;SHIFT-DR
20104;1.23734;SHIFT-DR
20105;1.23734;SHIFT-DR
20106;1.23734;SHIFT-DR
20107;1.23734;SHIFT-DR
20108;1.23734;SHIFT-DR
20109;1.23735;SHIFT-DR
20110;1.23735;SHIFT-DR
20111;1.23735;SHIFT-DR
20112;1.23735;SHIFT-DR
20113;1.23736;SHIFT-DR
20114;1.23736;SHIFT-DR
20115;1.23736;SHIFT-DR
20116;1.23736;SHIFT-DR
20117;1.23737;SHIFT-DR
20118;1.23737;SHIFT-DR
20119;1.23737;SHIFT-DR
20120;1.23737;SHIFT-DR
20121;1.23737;SHIFT-DR
20122;1.23738;SHIFT-DR
20123;1.23738;SHIFT-DR
20124;1.23738;SHIFT-DR
20125;1.23738;SHIFT-DR
20126;1.23739;SHIFT-DR
20127;1.23739;SHIFT-DR
20128;1.23739;SHIFT-DR
20129;1.23739;SHIFT-DR
20130;1.23739;SHIFT-DR
20131;1.2374;SHIFT-DR
20132;1.2374;SHIFT-DR
20133;1.2374;SHIFT-DR
20134;1.2374;SHIFT-DR
20135;1.23741;SHIFT-DR
20136;1.23741;SHIFT-DR
20137;1.23741;SHIFT-DR
20138;1.23741;SHIFT-DR
20139;1.23741;EXIT1-DR
20140;1.2377;UPDATE-DR
20141;1.2377;RUN-TEST/IDLE
20142;1.24854;SELECT-DR-SCAN
20143;1.24854;CAPTURE-DR
20144;1.24854;SHIFT-DR
20145;1.24894;SHIFT-DR
20146;1.24894;SHIFT-DR
20147;1.24894;SHIFT-DR
20148;1.24894;SHIFT-DR
20149;1.24895;SHIFT-DR
20150;1.24895;SHIFT-DR
20151;1.24895;SHIFT-DR
20152;1.24895;SHIFT-DR
20153;1.24896;SHIFT-DR
20154;1.24896;SHIFT-DR
20155;1.24896;SHIFT-DR
20156;1.24896;SHIFT-DR
20157;1.24896;SHIFT-DR
20158;1.24897;SHIFT-DR
20159;1.24897;SHIFT-DR
20160;1.24897;SHIFT-DR
20161;1.24897;SHIFT-DR
20162;1.24898;SHIFT-DR
20163;1.24898;SHIFT-DR
20164;1.24898;SHIFT-DR
20165;1.24898;SHIFT-DR
20166;1.24898;SHIFT-DR
20167;1.24899;SHIFT-DR
20168;1.24899;SHIFT-DR
20169;1.24899;SHIFT-DR
20170;1.24899;SHIFT-DR
20171;1.249;SHIFT-DR
20172;1.249;SHIFT-DR
20173;1.249;SHIFT-DR
20174;1.249;SHIFT-DR
20175;1.249;SHIFT-DR
20176;1.24901;SHIFT-DR
20177;1.24901;SHIFT-DR
20178;1.24901;SHIFT-DR
20179;1.24901;SHIFT-DR
20180;1.24902;SHIFT-DR
20181;1.24902;SHIFT-DR
20182;1.24902;SHIFT-DR
20183;1.24902;SHIFT-DR
20184;1.24902;SHIFT-DR
20185;1.24903;SHIFT-DR
20186;1.24903;SHIFT-DR
20187;1.24903;SHIFT-DR
20188;1.24903;SHIFT-DR
20189;1.24904;SHIFT-DR
20190;1.24904;SHIFT-DR
20191;1.24904;SHIFT-DR
20192;1.24904;SHIFT-DR
20193;1.24905;SHIFT-DR
20194;1.24905;SHIFT-DR
20195;1.24905;SHIFT-DR
20196;1.24905;SHIFT-DR
20197;1.24905;SHIFT-DR
20198;1.24906;SHIFT-DR
20199;1.24906;SHIFT-DR
20200;1.24906;SHIFT-DR
20201;1.24907;SHIFT-DR
20202;1.24907;SHIFT-DR
20203;1.24907;SHIFT-DR
20204;1.24907;SHIFT-DR
20205;1.24907;SHIFT-DR
20206;1.24907;SHIFT-DR
20207;1.24908;SHIFT-DR
20208;1.24908;SHIFT-DR
20209;1.24908;SHIFT-DR
20210;1.24909;SHIFT-DR
20211;1.24909;SHIFT-DR
20212;1.24909;SHIFT-DR
20213;1.24909;SHIFT-DR
20214;1.24909;SHIFT-DR
20215;1.2491;SHIFT-DR
20216;1.2491;SHIFT-DR
20217;1.2491;SHIFT-DR
20218;1.2491;SHIFT-DR
20219;1.24911;SHIFT-DR
20220;1.24911;SHIFT-DR
20221;1.24911;SHIFT-DR
20222;1.24911;SHIFT-DR
20223;1.24911;SHIFT-DR
20224;1.24912;SHIFT-DR
20225;1.24912;SHIFT-DR
20226;1.24912;SHIFT-DR
20227;1.24912;SHIFT-DR
20228;1.24913;SHIFT-DR
20229;1.24913;SHIFT-DR
20230;1.24913;SHIFT-DR
20231;1.24913;SHIFT-DR
20232;1.24913;SHIFT-DR
20233;1.24914;SHIFT-DR
20234;1.24914;SHIFT-DR
20235;1.24914;SHIFT-DR
20236;1.24914;SHIFT-DR
20237;1.24915;SHIFT-DR
20238;1.24915;SHIFT-DR
20239;1.24915;SHIFT-DR
20240;1.24915;SHIFT-DR
20241;1.24916;SHIFT-DR
20242;1.24916;SHIFT-DR
20243;1.24916;SHIFT-DR
20244;1.24916;SHIFT-DR
20245;1.24916;SHIFT-DR
20246;1.24917;SHIFT-DR
20247;1.24917;SHIFT-DR
20248;1.24917;SHIFT-DR
20249;1.24917;SHIFT-DR
20250;1.24918;SHIFT-DR
20251;1.24918;SHIFT-DR
20252;1.24918;SHIFT-DR
20253;1.24918;SHIFT-DR
20254;1.24918;SHIFT-DR
20255;1.24919;SHIFT-DR
20256;1.24919;SHIFT-DR
20257;1.24919;SHIFT-DR
20258;1.24919;SHIFT-DR
20259;1.2492;SHIFT-DR
20260;1.2492;SHIFT-DR
20261;1.2492;SHIFT-DR
20262;1.2492;SHIFT-DR
20263;1.2492;SHIFT-DR
20264;1.24921;SHIFT-DR
20265;1.24921;SHIFT-DR
20266;1.24921;SHIFT-DR
20267;1.24921;SHIFT-DR
20268;1.24922;SHIFT-DR
20269;1.24922;SHIFT-DR
20270;1.24922;SHIFT-DR
20271;1.24922;SHIFT-DR
20272;1.24922;SHIFT-DR
20273;1.24923;SHIFT-DR
20274;1.24923;SHIFT-DR
20275;1.24923;SHIFT-DR
20276;1.24923;SHIFT-DR
20277;1.24924;SHIFT-DR
20278;1.24924;SHIFT-DR
20279;1.24924;SHIFT-DR
20280;1.24924;SHIFT-DR
20281;1.24925;SHIFT-DR
20282;1.24925;SHIFT-DR
20283;1.24925;SHIFT-DR
20284;1.24925;SHIFT-DR
20285;1.24925;SHIFT-DR
20286;1.24926;SHIFT-DR
20287;1.24926;SHIFT-DR
20288;1.24926;SHIFT-DR
20289;1.24927;SHIFT-DR
20290;1.24927;SHIFT-DR
20291;1.24927;SHIFT-DR
20292;1.24927;SHIFT-DR
20293;1.24927;SHIFT-DR
20294;1.24928;SHIFT-DR
20295;1.24928;SHIFT-DR
20296;1.24928;SHIFT-DR
20297;1.24928;SHIFT-DR
20298;1.24929;SHIFT-DR
20299;1.24929;SHIFT-DR
20300;1.24929;SHIFT-DR
20301;1.24929;SHIFT-DR
20302;1.24929;SHIFT-DR
20303;1.2493;SHIFT-DR
20304;1.2493;SHIFT-DR
20305;1.2493;SHIFT-DR
20306;1.2493;SHIFT-DR
20307;1.24931;SHIFT-DR
20308;1.24931;SHIFT-DR
20309;1.24931;SHIFT-DR
20310;1.24931;SHIFT-DR
20311;1.24931;SHIFT-DR
20312;1.24932;SHIFT-DR
20313;1.24932;SHIFT-DR
20314;1.24932;SHIFT-DR
20315;1.24932;SHIFT-DR
20316;1.24933;SHIFT-DR
20317;1.24933;SHIFT-DR
20318;1.24933;SHIFT-DR
20319;1.24933;SHIFT-DR
20320;1.24933;SHIFT-DR
20321;1.24934;SHIFT-DR
20322;1.24934;SHIFT-DR
20323;1.24934;SHIFT-DR
20324;1.24934;SHIFT-DR
20325;1.24935;SHIFT-DR
20326;1.24935;SHIFT-DR
20327;1.24935;SHIFT-DR
20328;1.24935;SHIFT-DR
20329;1.24936;SHIFT-DR
20330;1.24936;SHIFT-DR
20331;1.24936;SHIFT-DR
20332;1.24936;SHIFT-DR
20333;1.24936;SHIFT-DR
20334;1.24937;SHIFT-DR
20335;1.24937;SHIFT-DR
20336;1.24937;SHIFT-DR
20337;1.24937;SHIFT-DR
20338;1.24938;SHIFT-DR
20339;1.24938;SHIFT-DR
20340;1.24938;SHIFT-DR
20341;1.24938;SHIFT-DR
20342;1.24938;SHIFT-DR
20343;1.24939;SHIFT-DR
20344;1.24939;SHIFT-DR
20345;1.24939;SHIFT-DR
20346;1.24939;SHIFT-DR
20347;1.2494;SHIFT-DR
20348;1.2494;SHIFT-DR
20349;1.2494;SHIFT-DR
20350;1.2494;SHIFT-DR
20351;1.2494;SHIFT-DR
20352;1.24941;SHIFT-DR
20353;1.24941;SHIFT-DR
20354;1.24941;SHIFT-DR
20355;1.24941;SHIFT-DR
20356;1.24942;SHIFT-DR
20357;1.24942;SHIFT-DR
20358;1.24942;SHIFT-DR
20359;1.24942;SHIFT-DR
20360;1.24942;SHIFT-DR
20361;1.24943;SHIFT-DR
20362;1.24943;SHIFT-DR
20363;1.24943;SHIFT-DR
20364;1.24943;SHIFT-DR
20365;1.24944;SHIFT-DR
20366;1.24944;SHIFT-DR
20367;1.24944;SHIFT-DR
20368;1.24944;SHIFT-DR
20369;1.24945;SHIFT-DR
20370;1.24945;SHIFT-DR
20371;1.24945;SHIFT-DR
20372;1.24945;SHIFT-DR
20373;1.24945;SHIFT-DR
20374;1.24946;SHIFT-DR
20375;1.24946;SHIFT-DR
20376;1.24946;SHIFT-DR
20377;1.24947;SHIFT-DR
20378;1.24947;SHIFT-DR
20379;1.24947;SHIFT-DR
20380;1.24947;SHIFT-DR
20381;1.24947;SHIFT-DR
20382;1.24948;SHIFT-DR
20383;1.24948;SHIFT-DR
20384;1.24948;SHIFT-DR
20385;1.24948;SHIFT-DR
20386;1.24949;SHIFT-DR
20387;1.24949;SHIFT-DR
20388;1.24949;SHIFT-DR
20389;1.24949;SHIFT-DR
20390;1.24949;SHIFT-DR
20391;1.2495;SHIFT-DR
20392;1.2495;SHIFT-DR
20393;1.2495;SHIFT-DR
20394;1.2495;SHIFT-DR
20395;1.24951;SHIFT-DR
20396;1.24951;SHIFT-DR
20397;1.24951;SHIFT-DR
20398;1.24951;SHIFT-DR
20399;1.24951;SHIFT-DR
20400;1.24952;SHIFT-DR
20401;1.24994;SHIFT-DR
20402;1.24995;SHIFT-DR
20403;1.24995;SHIFT-DR
20404;1.24995;SHIFT-DR
20405;1.24995;SHIFT-DR
20406;1.24995;SHIFT-DR
20407;1.24996;SHIFT-DR
20408;1.24996;SHIFT-DR
20409;1.24996;SHIFT-DR
20410;1.24996;SHIFT-DR
20411;1.24997;SHIFT-DR
20412;1.24997;SHIFT-DR
20413;1.24997;SHIFT-DR
20414;1.24997;SHIFT-DR
20415;1.24997;SHIFT-DR
20416;1.24998;SHIFT-DR
20417;1.24998;SHIFT-DR
20418;1.24998;SHIFT-DR
20419;1.24998;SHIFT-DR
20420;1.24999;SHIFT-DR
20421;1.24999;SHIFT-DR
20422;1.24999;SHIFT-DR
20423;1.24999;SHIFT-DR
20424;1.24999;SHIFT-DR
20425;1.25;SHIFT-DR
20426;1.25;SHIFT-DR
20427;1.25;SHIFT-DR
20428;1.25;SHIFT-DR
20429;1.25001;SHIFT-DR
20430;1.25001;SHIFT-DR
20431;1.25001;SHIFT-DR
20432;1.25001;SHIFT-DR
20433;1.25002;SHIFT-DR
20434;1.25002;SHIFT-DR
20435;1.25002;SHIFT-DR
20436;1.25002;SHIFT-DR
20437;1.25002;SHIFT-DR
20438;1.25003;SHIFT-DR
20439;1.25003;SHIFT-DR
20440;1.25003;SHIFT-DR
20441;1.25003;SHIFT-DR
20442;1.25004;SHIFT-DR
20443;1.25004;SHIFT-DR
20444;1.25004;SHIFT-DR
20445;1.25004;SHIFT-DR
20446;1.25004;SHIFT-DR
20447;1.25005;SHIFT-DR
20448;1.25005;SHIFT-DR
20449;1.25005;SHIFT-DR
20450;1.25005;SHIFT-DR
20451;1.25006;SHIFT-DR
20452;1.25006;SHIFT-DR
20453;1.25006;SHIFT-DR
20454;1.25006;SHIFT-DR
20455;1.25006;SHIFT-DR
20456;1.25007;SHIFT-DR
20457;1.25007;SHIFT-DR
20458;1.25007;SHIFT-DR
20459;1.25007;SHIFT-DR
20460;1.25008;SHIFT-DR
20461;1.25008;SHIFT-DR
20462;1.25008;SHIFT-DR
20463;1.25008;SHIFT-DR
20464;1.25008;SHIFT-DR
20465;1.25009;SHIFT-DR
20466;1.25009;SHIFT-DR
20467;1.25009;SHIFT-DR
20468;1.25009;SHIFT-DR
20469;1.2501;SHIFT-DR
20470;1.2501;SHIFT-DR
20471;1.2501;SHIFT-DR
20472;1.2501;SHIFT-DR
20473;1.25011;SHIFT-DR
20474;1.25011;SHIFT-DR
20475;1.25011;SHIFT-DR
20476;1.25011;SHIFT-DR
20477;1.25012;SHIFT-DR
20478;1.25012;SHIFT-DR
20479;1.25012;SHIFT-DR
20480;1.25012;SHIFT-DR
20481;1.25013;SHIFT-DR
20482;1.25013;SHIFT-DR
20483;1.25013;SHIFT-DR
20484;1.25013;SHIFT-DR
20485;1.25013;SHIFT-DR
20486;1.25014;SHIFT-DR
20487;1.25014;SHIFT-DR
20488;1.25014;SHIFT-DR
20489;1.25014;SHIFT-DR
20490;1.25015;SHIFT-DR
20491;1.25015;SHIFT-DR
20492;1.25015;SHIFT-DR
20493;1.25015;SHIFT-DR
20494;1.25015;SHIFT-DR
20495;1.25016;SHIFT-DR
20496;1.25016;SHIFT-DR
20497;1.25016;SHIFT-DR
20498;1.25016;SHIFT-DR
20499;1.25017;SHIFT-DR
20500;1.25017;SHIFT-DR
20501;1.25017;SHIFT-DR
20502;1.25017;SHIFT-DR
20503;1.25017;SHIFT-DR
20504;1.25018;SHIFT-DR
20505;1.25018;SHIFT-DR
20506;1.25018;SHIFT-DR
20507;1.25018;SHIFT-DR
20508;1.25019;SHIFT-DR
20509;1.25019;SHIFT-DR
20510;1.25019;SHIFT-DR
20511;1.25019;SHIFT-DR
20512;1.25019;SHIFT-DR
20513;1.2502;SHIFT-DR
20514;1.2502;SHIFT-DR
20515;1.2502;SHIFT-DR
20516;1.2502;SHIFT-DR
20517;1.25021;SHIFT-DR
20518;1.25021;SHIFT-DR
20519;1.25021;SHIFT-DR
20520;1.25021;SHIFT-DR
20521;1.25022;SHIFT-DR
20522;1.25022;SHIFT-DR
20523;1.25022;SHIFT-DR
20524;1.25022;SHIFT-DR
20525;1.25022;SHIFT-DR
20526;1.25023;SHIFT-DR
20527;1.25023;SHIFT-DR
20528;1.25023;SHIFT-DR
20529;1.25023;SHIFT-DR
